Hydrophobicity,Polarity,Class
-13,-6,nonDRNA
-24,2,nonDRNA
-40,-8,nonDRNA
-69,-1,nonDRNA
-38,-4,nonDRNA
-31,3,nonDRNA
-43,8,nonDRNA
-22,4,nonDRNA
-50,-4,nonDRNA
-28,-17,nonDRNA
-76,17,nonDRNA
-42,2,nonDRNA
-40,-15,nonDRNA
-48,-2,nonDRNA
-40,1,nonDRNA
-67,1,nonDRNA
32,5,nonDRNA
-56,-2,nonDRNA
-170,14,nonDRNA
-43,2,nonDRNA
-70,-19,nonDRNA
-81,6,nonDRNA
-53,-12,nonDRNA
-30,2,nonDRNA
-84,-1,nonDRNA
-339,26,nonDRNA
3,16,nonDRNA
-23,3,nonDRNA
-18,-13,nonDRNA
-19,3,nonDRNA
-77,-4,nonDRNA
5,9,nonDRNA
-13,3,nonDRNA
-21,-2,nonDRNA
-99,16,nonDRNA
-52,11,nonDRNA
30,-11,nonDRNA
-150,-13,nonDRNA
-8,0,nonDRNA
-53,3,nonDRNA
-80,-1,nonDRNA
-28,7,nonDRNA
-69,3,nonDRNA
-67,5,nonDRNA
-19,16,nonDRNA
-43,-16,nonDRNA
-58,-40,nonDRNA
-79,2,nonDRNA
-8,13,nonDRNA
-54,-6,nonDRNA
-44,-4,nonDRNA
-25,-9,nonDRNA
-98,-11,nonDRNA
-107,6,nonDRNA
-66,1,nonDRNA
-245,-87,nonDRNA
-17,2,nonDRNA
-20,-30,nonDRNA
-72,-4,nonDRNA
-90,10,nonDRNA
36,9,nonDRNA
-25,-4,nonDRNA
-44,1,nonDRNA
-15,3,nonDRNA
-28,-12,nonDRNA
-32,2,nonDRNA
-48,-3,nonDRNA
-27,-14,nonDRNA
-79,-28,nonDRNA
-34,10,nonDRNA
-102,3,nonDRNA
-4,-4,nonDRNA
-57,-15,nonDRNA
-95,0,nonDRNA
-38,-3,nonDRNA
-1,5,nonDRNA
-67,16,nonDRNA
-17,-4,nonDRNA
62,6,nonDRNA
-91,6,nonDRNA
-86,21,nonDRNA
-33,5,nonDRNA
-25,15,nonDRNA
-88,-2,nonDRNA
-9,3,nonDRNA
-57,1,nonDRNA
-13,8,nonDRNA
-17,9,nonDRNA
-62,5,nonDRNA
-38,16,nonDRNA
-23,-8,nonDRNA
-70,15,nonDRNA
-110,3,nonDRNA
-59,3,nonDRNA
-71,-1,nonDRNA
-87,-5,nonDRNA
-83,2,nonDRNA
-50,5,nonDRNA
-123,-10,nonDRNA
-13,2,nonDRNA
-60,-5,nonDRNA
-29,-17,nonDRNA
-5,-44,nonDRNA
-21,6,nonDRNA
-15,2,nonDRNA
-124,3,nonDRNA
-211,18,nonDRNA
-213,16,nonDRNA
-22,10,nonDRNA
-62,9,nonDRNA
-26,11,nonDRNA
-23,12,nonDRNA
-56,6,nonDRNA
-35,-4,nonDRNA
-21,1,nonDRNA
-24,32,nonDRNA
-29,-1,nonDRNA
-143,-15,nonDRNA
-24,22,nonDRNA
-28,4,nonDRNA
-39,8,nonDRNA
-25,2,nonDRNA
-219,-41,nonDRNA
-11,12,nonDRNA
-18,-8,nonDRNA
-61,1,nonDRNA
-51,-7,nonDRNA
-32,17,nonDRNA
-20,4,nonDRNA
-29,11,nonDRNA
-52,-6,nonDRNA
-93,7,nonDRNA
-24,-12,nonDRNA
-120,5,nonDRNA
-75,0,nonDRNA
-99,10,nonDRNA
-19,-20,nonDRNA
-61,9,nonDRNA
-94,19,nonDRNA
-10,9,nonDRNA
-120,1,nonDRNA
-53,-7,nonDRNA
-54,11,nonDRNA
-46,27,nonDRNA
-52,6,nonDRNA
11,0,nonDRNA
-29,7,nonDRNA
-27,8,nonDRNA
42,32,nonDRNA
-12,-5,nonDRNA
-1,-1,nonDRNA
-91,1,nonDRNA
-58,-18,nonDRNA
24,-2,nonDRNA
7,9,nonDRNA
-47,-8,nonDRNA
-27,-3,nonDRNA
-21,5,nonDRNA
-20,-2,nonDRNA
-25,-21,nonDRNA
-104,18,nonDRNA
-135,36,nonDRNA
-84,1,nonDRNA
-62,-3,nonDRNA
-50,7,nonDRNA
-50,2,nonDRNA
27,47,nonDRNA
-289,-84,nonDRNA
-42,-23,nonDRNA
-54,-25,nonDRNA
-1,-1,nonDRNA
-51,27,nonDRNA
28,-11,nonDRNA
-22,0,nonDRNA
-61,-14,nonDRNA
-11,-5,nonDRNA
16,-1,nonDRNA
-125,24,nonDRNA
-6,4,nonDRNA
-35,8,nonDRNA
-43,21,nonDRNA
-71,13,nonDRNA
-18,31,nonDRNA
-68,-2,nonDRNA
-94,-15,nonDRNA
-44,4,nonDRNA
-24,-7,nonDRNA
-56,-10,nonDRNA
-45,12,nonDRNA
-39,-20,nonDRNA
-25,2,nonDRNA
-56,-8,nonDRNA
-54,-10,nonDRNA
-80,25,nonDRNA
-72,16,nonDRNA
-43,13,nonDRNA
-13,-2,nonDRNA
-68,12,nonDRNA
-20,-16,nonDRNA
42,15,nonDRNA
-110,-44,nonDRNA
-68,-10,nonDRNA
-15,-2,nonDRNA
-88,11,nonDRNA
-2,0,nonDRNA
-42,6,nonDRNA
-106,19,nonDRNA
-41,-4,nonDRNA
-46,-4,nonDRNA
-62,13,nonDRNA
-79,13,nonDRNA
-37,-1,nonDRNA
-53,-1,nonDRNA
-103,11,nonDRNA
-118,-23,nonDRNA
-133,-10,nonDRNA
-43,5,nonDRNA
1,7,nonDRNA
-78,-3,nonDRNA
-42,9,nonDRNA
-91,-4,nonDRNA
-191,-23,nonDRNA
-36,-3,nonDRNA
-73,-6,nonDRNA
-28,6,nonDRNA
-21,13,nonDRNA
-19,13,nonDRNA
-24,-1,nonDRNA
-9,12,nonDRNA
-11,-10,nonDRNA
-51,4,nonDRNA
-53,7,nonDRNA
-95,11,nonDRNA
16,-24,nonDRNA
-1,-4,nonDRNA
3,-1,nonDRNA
-40,9,nonDRNA
-17,-6,nonDRNA
-11,-2,nonDRNA
-51,5,nonDRNA
-73,-2,nonDRNA
-88,7,nonDRNA
-58,0,nonDRNA
-49,1,nonDRNA
-20,2,nonDRNA
-27,5,nonDRNA
-104,-6,nonDRNA
-50,2,nonDRNA
-32,-2,nonDRNA
-79,2,nonDRNA
-81,4,nonDRNA
-106,-11,nonDRNA
-46,17,nonDRNA
-128,-7,nonDRNA
-30,-1,nonDRNA
-7,-4,nonDRNA
-107,12,nonDRNA
-22,0,nonDRNA
-24,9,nonDRNA
-26,7,nonDRNA
-30,4,nonDRNA
-53,5,nonDRNA
-48,-2,nonDRNA
152,33,nonDRNA
-50,15,nonDRNA
-88,9,nonDRNA
-15,1,nonDRNA
-10,5,nonDRNA
-14,3,nonDRNA
-24,3,nonDRNA
-20,4,nonDRNA
-16,4,nonDRNA
-18,4,nonDRNA
-16,5,nonDRNA
-31,-1,nonDRNA
6,4,nonDRNA
-26,-1,nonDRNA
-44,1,nonDRNA
-32,0,nonDRNA
-48,-2,nonDRNA
-71,1,nonDRNA
-64,-1,nonDRNA
-104,6,nonDRNA
-87,8,nonDRNA
-85,0,nonDRNA
-125,-10,nonDRNA
-67,-3,nonDRNA
-16,-1,nonDRNA
-22,2,nonDRNA
-53,4,nonDRNA
-29,9,nonDRNA
-44,6,nonDRNA
-61,18,nonDRNA
-100,7,nonDRNA
-230,-174,nonDRNA
-11,-65,nonDRNA
-36,7,nonDRNA
44,18,nonDRNA
-38,-4,nonDRNA
-38,10,nonDRNA
-118,23,nonDRNA
-45,31,nonDRNA
-79,5,nonDRNA
-21,7,nonDRNA
-9,3,nonDRNA
15,7,nonDRNA
42,6,nonDRNA
44,3,nonDRNA
-61,-2,nonDRNA
-53,15,nonDRNA
-65,-8,nonDRNA
6,18,nonDRNA
-12,-4,nonDRNA
-5,-5,nonDRNA
-6,-1,nonDRNA
0,2,nonDRNA
-44,5,nonDRNA
56,15,nonDRNA
69,16,nonDRNA
-80,-6,nonDRNA
-16,0,nonDRNA
-37,4,nonDRNA
-16,12,nonDRNA
7,-6,nonDRNA
-6,10,nonDRNA
-65,21,nonDRNA
-31,-10,nonDRNA
-154,9,nonDRNA
-87,9,nonDRNA
-5,-1,nonDRNA
-13,0,nonDRNA
-68,2,nonDRNA
-68,6,nonDRNA
-92,20,nonDRNA
-195,4,nonDRNA
-66,-4,nonDRNA
-51,10,nonDRNA
237,85,nonDRNA
-50,2,nonDRNA
-81,2,nonDRNA
-60,4,nonDRNA
30,5,nonDRNA
-17,2,nonDRNA
-66,-9,nonDRNA
5,-6,nonDRNA
61,17,nonDRNA
-21,9,nonDRNA
-34,1,nonDRNA
-47,4,nonDRNA
-17,19,nonDRNA
-20,1,nonDRNA
-12,-66,nonDRNA
-14,14,nonDRNA
-68,24,nonDRNA
-68,23,nonDRNA
-96,5,nonDRNA
-68,12,nonDRNA
-42,11,nonDRNA
-95,-2,nonDRNA
-5,25,nonDRNA
-37,-8,nonDRNA
-64,15,nonDRNA
-3,0,nonDRNA
-43,7,nonDRNA
-36,-5,nonDRNA
-13,0,nonDRNA
-64,-21,nonDRNA
33,10,nonDRNA
19,-14,nonDRNA
-2,4,nonDRNA
0,1,nonDRNA
-22,3,nonDRNA
-41,4,nonDRNA
-84,12,nonDRNA
-15,9,nonDRNA
-13,-5,nonDRNA
-185,1,nonDRNA
-55,6,nonDRNA
-4,2,nonDRNA
-36,-3,nonDRNA
-110,3,nonDRNA
-49,8,nonDRNA
-52,9,nonDRNA
-21,-4,nonDRNA
-44,-7,nonDRNA
-10,1,nonDRNA
-63,-19,nonDRNA
-9,6,nonDRNA
-62,-14,nonDRNA
-63,-3,nonDRNA
-20,-3,nonDRNA
-48,-4,nonDRNA
-54,-2,nonDRNA
-34,-14,nonDRNA
1,2,nonDRNA
-23,2,nonDRNA
-43,6,nonDRNA
6,3,nonDRNA
50,-6,nonDRNA
-51,0,nonDRNA
-29,-4,nonDRNA
-59,0,nonDRNA
-122,0,nonDRNA
-28,5,nonDRNA
15,14,nonDRNA
135,12,nonDRNA
-3,-6,nonDRNA
11,-2,nonDRNA
-42,-3,nonDRNA
-95,-2,nonDRNA
-82,0,nonDRNA
-65,-3,nonDRNA
-1,0,nonDRNA
-40,2,nonDRNA
10,4,nonDRNA
-1,5,nonDRNA
-18,16,nonDRNA
6,-4,nonDRNA
19,-8,nonDRNA
-1,-4,nonDRNA
-57,4,nonDRNA
-36,2,nonDRNA
-53,-15,nonDRNA
-30,7,nonDRNA
-16,1,nonDRNA
-90,-1,nonDRNA
-22,13,nonDRNA
-1,2,nonDRNA
-24,-1,nonDRNA
-18,-1,nonDRNA
15,-13,nonDRNA
-45,-8,nonDRNA
-47,5,nonDRNA
-62,42,nonDRNA
39,45,nonDRNA
-4,7,nonDRNA
-54,2,nonDRNA
32,2,nonDRNA
-157,-4,nonDRNA
-30,-5,nonDRNA
-14,-7,nonDRNA
-9,4,nonDRNA
-81,-4,nonDRNA
-3,7,nonDRNA
-24,4,nonDRNA
-8,-5,nonDRNA
13,-1,nonDRNA
-17,-3,nonDRNA
71,-22,nonDRNA
11,-2,nonDRNA
-13,14,nonDRNA
-115,16,nonDRNA
-17,16,nonDRNA
-29,2,nonDRNA
-61,-2,nonDRNA
7,16,nonDRNA
-99,-1,nonDRNA
-33,-6,nonDRNA
-65,-9,nonDRNA
-3,2,nonDRNA
-36,-12,nonDRNA
-38,-3,nonDRNA
-84,-1,nonDRNA
-21,1,nonDRNA
-63,7,nonDRNA
-10,6,nonDRNA
-40,-3,nonDRNA
-51,14,nonDRNA
-30,0,nonDRNA
-83,20,nonDRNA
-12,1,nonDRNA
-19,1,nonDRNA
8,-9,nonDRNA
-29,0,nonDRNA
-56,-2,nonDRNA
59,33,nonDRNA
-56,1,nonDRNA
-54,-4,nonDRNA
8,-22,nonDRNA
-3,-6,nonDRNA
-1,4,nonDRNA
-2,-1,nonDRNA
48,-25,nonDRNA
-52,-8,nonDRNA
-11,-3,nonDRNA
-116,35,nonDRNA
-70,3,nonDRNA
-76,2,nonDRNA
-38,2,nonDRNA
-35,0,nonDRNA
-17,6,nonDRNA
-25,-10,nonDRNA
-148,-2,nonDRNA
3,-14,nonDRNA
-13,-11,nonDRNA
4,-2,nonDRNA
-79,12,nonDRNA
-112,-1,nonDRNA
13,12,nonDRNA
-73,-3,nonDRNA
-94,1,nonDRNA
-13,9,nonDRNA
-38,-7,nonDRNA
-40,-3,nonDRNA
7,18,nonDRNA
-31,3,nonDRNA
-33,7,nonDRNA
-33,7,nonDRNA
114,-25,nonDRNA
-62,-17,nonDRNA
-6,-4,nonDRNA
4,3,nonDRNA
-32,2,nonDRNA
-6,0,nonDRNA
-22,0,nonDRNA
-7,9,nonDRNA
-28,-4,nonDRNA
-31,1,nonDRNA
4,10,nonDRNA
305,-37,nonDRNA
-37,0,nonDRNA
-17,-9,nonDRNA
-39,4,nonDRNA
-38,2,nonDRNA
-10,5,nonDRNA
-5,4,nonDRNA
-10,-27,nonDRNA
-64,-2,nonDRNA
-35,0,nonDRNA
-3,-4,nonDRNA
-96,16,nonDRNA
-66,-11,nonDRNA
-226,-2,nonDRNA
-43,5,nonDRNA
-84,8,nonDRNA
-18,-33,nonDRNA
-37,10,nonDRNA
9,1,nonDRNA
-40,5,nonDRNA
-635,53,nonDRNA
-635,53,nonDRNA
-639,52,nonDRNA
-635,52,nonDRNA
-633,51,nonDRNA
-975,109,nonDRNA
-18,25,nonDRNA
-37,2,nonDRNA
-40,-4,nonDRNA
-67,-25,nonDRNA
-54,1,nonDRNA
-83,-14,nonDRNA
-75,-4,nonDRNA
-1,12,nonDRNA
12,11,nonDRNA
-85,25,nonDRNA
-56,2,nonDRNA
-39,-7,nonDRNA
-716,-79,nonDRNA
-90,9,nonDRNA
-18,-2,nonDRNA
-71,-5,nonDRNA
28,17,nonDRNA
3,18,nonDRNA
83,-14,nonDRNA
-17,1,nonDRNA
-41,7,nonDRNA
233,-2,nonDRNA
-76,4,nonDRNA
-52,-1,nonDRNA
-16,24,nonDRNA
-20,7,nonDRNA
81,5,nonDRNA
55,4,nonDRNA
-91,2,nonDRNA
-74,2,nonDRNA
-9,5,nonDRNA
48,17,nonDRNA
-68,0,nonDRNA
-72,-7,nonDRNA
3,14,nonDRNA
-2,5,nonDRNA
-72,-2,nonDRNA
-51,-3,nonDRNA
-25,2,nonDRNA
-29,16,nonDRNA
-2,4,nonDRNA
-32,4,nonDRNA
-47,14,nonDRNA
-445,117,nonDRNA
-30,16,nonDRNA
-31,9,nonDRNA
-52,5,nonDRNA
170,-3,nonDRNA
-55,15,nonDRNA
-31,5,nonDRNA
-73,6,nonDRNA
-1,26,nonDRNA
-63,3,nonDRNA
-59,2,nonDRNA
12,8,nonDRNA
20,4,nonDRNA
-75,-6,nonDRNA
-37,14,nonDRNA
-8,11,nonDRNA
-74,2,nonDRNA
13,-16,nonDRNA
-17,4,nonDRNA
-26,8,nonDRNA
-52,2,nonDRNA
-23,2,nonDRNA
129,-14,nonDRNA
-21,0,nonDRNA
88,10,nonDRNA
-74,-15,nonDRNA
-39,-2,nonDRNA
-175,15,nonDRNA
-13,3,nonDRNA
-12,1,nonDRNA
4,12,nonDRNA
-31,-6,nonDRNA
-17,-1,nonDRNA
-29,3,nonDRNA
-63,4,nonDRNA
-74,7,nonDRNA
-60,5,nonDRNA
-52,-19,nonDRNA
-16,6,nonDRNA
-41,9,nonDRNA
-137,25,nonDRNA
-39,1,nonDRNA
-24,-2,nonDRNA
-13,6,nonDRNA
-35,-8,nonDRNA
-31,-9,nonDRNA
-11,-5,nonDRNA
-76,-2,nonDRNA
-100,11,nonDRNA
-16,-5,nonDRNA
-30,4,nonDRNA
-34,1,nonDRNA
-67,-1,nonDRNA
5,-3,nonDRNA
-10,0,nonDRNA
-39,-8,nonDRNA
-14,-1,nonDRNA
-7,-2,nonDRNA
-23,1,nonDRNA
20,-64,nonDRNA
-37,-16,nonDRNA
-68,2,nonDRNA
-39,8,nonDRNA
-29,4,nonDRNA
-79,13,nonDRNA
-29,-3,nonDRNA
-30,9,nonDRNA
-75,-8,nonDRNA
-23,7,nonDRNA
-48,-4,nonDRNA
-2,-8,nonDRNA
12,1,nonDRNA
-113,12,nonDRNA
-43,-8,nonDRNA
-248,-3,nonDRNA
-47,17,nonDRNA
-22,4,nonDRNA
-34,-5,nonDRNA
6,-6,nonDRNA
2,-6,nonDRNA
-157,-20,nonDRNA
-47,-4,nonDRNA
5,-7,nonDRNA
-38,-13,nonDRNA
-35,1,nonDRNA
-77,11,nonDRNA
-58,14,nonDRNA
-19,8,nonDRNA
-36,-7,nonDRNA
-12,1,nonDRNA
-3,16,nonDRNA
-51,8,nonDRNA
-22,-2,nonDRNA
-46,3,nonDRNA
-15,1,nonDRNA
-2,-16,nonDRNA
-44,8,nonDRNA
-33,-7,nonDRNA
-66,3,nonDRNA
-4,3,nonDRNA
-51,8,nonDRNA
-11,-3,nonDRNA
-23,12,nonDRNA
-40,-28,nonDRNA
-38,-13,nonDRNA
27,10,nonDRNA
-10,-6,nonDRNA
-50,12,nonDRNA
-29,-9,nonDRNA
-20,3,nonDRNA
-26,9,nonDRNA
-48,-4,nonDRNA
-5,3,nonDRNA
-4,1,nonDRNA
5,0,nonDRNA
-25,9,nonDRNA
-6,-1,nonDRNA
-66,-9,nonDRNA
-31,10,nonDRNA
-56,-14,nonDRNA
-13,-2,nonDRNA
-40,1,nonDRNA
-68,12,nonDRNA
-17,9,nonDRNA
-7,6,nonDRNA
-13,4,nonDRNA
-31,2,nonDRNA
-63,24,nonDRNA
-98,-21,nonDRNA
-81,5,nonDRNA
-13,9,nonDRNA
-7,17,nonDRNA
-13,4,nonDRNA
-20,1,nonDRNA
-99,-6,nonDRNA
-58,-3,nonDRNA
127,43,nonDRNA
-31,7,nonDRNA
-28,-17,nonDRNA
-111,6,nonDRNA
-113,5,nonDRNA
-80,-25,nonDRNA
-11,4,nonDRNA
-52,2,nonDRNA
-24,-4,nonDRNA
-86,-7,nonDRNA
-32,2,nonDRNA
-12,2,nonDRNA
-24,-41,nonDRNA
3,-5,nonDRNA
-49,-17,nonDRNA
-20,4,nonDRNA
-27,13,nonDRNA
-82,2,nonDRNA
-92,8,nonDRNA
-57,10,nonDRNA
-64,-6,nonDRNA
-30,-6,nonDRNA
-30,8,nonDRNA
-39,-13,nonDRNA
-80,13,nonDRNA
-6,12,nonDRNA
-40,3,nonDRNA
10,-9,nonDRNA
-31,2,nonDRNA
-41,6,nonDRNA
42,4,nonDRNA
-47,-3,nonDRNA
-61,3,nonDRNA
-59,-8,nonDRNA
67,-35,nonDRNA
-57,-3,nonDRNA
-58,-1,nonDRNA
-79,6,nonDRNA
46,4,nonDRNA
-48,6,nonDRNA
-4,3,nonDRNA
-58,19,nonDRNA
-121,-3,nonDRNA
-67,18,nonDRNA
-67,18,nonDRNA
-5,-4,nonDRNA
-34,-12,nonDRNA
-4,-1,nonDRNA
-40,32,nonDRNA
-59,7,nonDRNA
-65,10,nonDRNA
-4,4,nonDRNA
-26,-3,nonDRNA
-44,-4,nonDRNA
-43,-3,nonDRNA
-55,1,nonDRNA
-15,-1,nonDRNA
0,-14,nonDRNA
-64,0,nonDRNA
-83,0,nonDRNA
-84,8,nonDRNA
-32,6,nonDRNA
-22,-7,nonDRNA
-37,-5,nonDRNA
-42,0,nonDRNA
23,-7,nonDRNA
-12,15,nonDRNA
-46,-5,nonDRNA
8,18,nonDRNA
-13,4,nonDRNA
4,-1,nonDRNA
-40,4,nonDRNA
-18,-2,nonDRNA
-48,8,nonDRNA
-66,11,nonDRNA
47,13,nonDRNA
59,-5,nonDRNA
5,-6,nonDRNA
-23,2,nonDRNA
-81,0,nonDRNA
-4,10,nonDRNA
-39,4,nonDRNA
-52,1,nonDRNA
-23,16,nonDRNA
27,-1,nonDRNA
-28,7,nonDRNA
-2,-3,nonDRNA
-59,3,nonDRNA
-27,4,nonDRNA
1,4,nonDRNA
27,-9,nonDRNA
10,-10,nonDRNA
-33,-4,nonDRNA
163,-1,nonDRNA
13,19,nonDRNA
-45,-3,nonDRNA
324,-25,nonDRNA
-8,14,nonDRNA
-75,-1,nonDRNA
-75,-7,nonDRNA
2,-3,nonDRNA
-14,-5,nonDRNA
-13,-4,nonDRNA
-23,2,nonDRNA
-93,6,nonDRNA
39,16,nonDRNA
0,6,nonDRNA
-74,-2,nonDRNA
-30,-8,nonDRNA
2,1,nonDRNA
1,-22,nonDRNA
-29,-6,nonDRNA
39,-9,nonDRNA
-223,1,nonDRNA
-28,4,nonDRNA
-54,16,nonDRNA
-17,-7,nonDRNA
-7,-2,nonDRNA
-76,13,nonDRNA
12,9,nonDRNA
7,4,nonDRNA
3,5,nonDRNA
-2,10,nonDRNA
-7,-5,nonDRNA
-5,14,nonDRNA
-81,-2,nonDRNA
-47,2,nonDRNA
-16,-1,nonDRNA
-55,-8,nonDRNA
-49,3,nonDRNA
-23,0,nonDRNA
-21,0,nonDRNA
-54,-5,nonDRNA
17,-2,nonDRNA
3,-11,nonDRNA
-60,-17,nonDRNA
-11,6,nonDRNA
6,7,nonDRNA
-21,-8,nonDRNA
-139,10,nonDRNA
-151,-2,nonDRNA
4,30,nonDRNA
-19,22,nonDRNA
-14,10,nonDRNA
-9,6,nonDRNA
-28,-1,nonDRNA
-75,6,nonDRNA
-77,1,nonDRNA
-47,-3,nonDRNA
-62,7,nonDRNA
-24,-4,nonDRNA
-2,-2,nonDRNA
-28,7,nonDRNA
-25,9,nonDRNA
-141,13,nonDRNA
-8,28,nonDRNA
-46,12,nonDRNA
-71,24,nonDRNA
-66,18,nonDRNA
-32,1,nonDRNA
-40,5,nonDRNA
3,-1,nonDRNA
-63,3,nonDRNA
-34,3,nonDRNA
-8,2,nonDRNA
1,-2,nonDRNA
-8,5,nonDRNA
-69,9,nonDRNA
-67,5,nonDRNA
2,-5,nonDRNA
-49,-2,nonDRNA
-32,-1,nonDRNA
-77,7,nonDRNA
-83,1,nonDRNA
-45,9,nonDRNA
1,-10,nonDRNA
-24,7,nonDRNA
-24,1,nonDRNA
-24,0,nonDRNA
-5,1,nonDRNA
-10,-1,nonDRNA
-17,2,nonDRNA
-51,0,nonDRNA
-15,-2,nonDRNA
-23,7,nonDRNA
37,-10,nonDRNA
-105,57,nonDRNA
-50,-4,nonDRNA
-102,-11,nonDRNA
-99,2,nonDRNA
-29,4,nonDRNA
-56,8,nonDRNA
-1,-3,nonDRNA
7,28,nonDRNA
-97,5,nonDRNA
-59,6,nonDRNA
-16,4,nonDRNA
-27,2,nonDRNA
-31,4,nonDRNA
-58,2,nonDRNA
-73,-4,nonDRNA
-26,-1,nonDRNA
-41,-11,nonDRNA
-172,22,nonDRNA
-53,-16,nonDRNA
-13,0,nonDRNA
-28,9,nonDRNA
-7,-7,nonDRNA
63,-9,nonDRNA
-20,-5,nonDRNA
30,5,nonDRNA
-52,0,nonDRNA
-92,-5,nonDRNA
-22,7,nonDRNA
-7,-18,nonDRNA
-32,-6,nonDRNA
106,59,nonDRNA
20,1,nonDRNA
-49,4,nonDRNA
11,7,nonDRNA
-67,4,nonDRNA
-65,4,nonDRNA
-45,-4,nonDRNA
-51,9,nonDRNA
-157,-6,nonDRNA
2,-13,nonDRNA
-8,10,nonDRNA
-73,-5,nonDRNA
15,0,nonDRNA
-89,7,nonDRNA
-80,-6,nonDRNA
27,19,nonDRNA
-18,2,nonDRNA
-85,1,nonDRNA
17,10,nonDRNA
-24,7,nonDRNA
-37,8,nonDRNA
-168,6,nonDRNA
-5,2,nonDRNA
-86,-4,nonDRNA
-59,-17,nonDRNA
-11,2,nonDRNA
29,27,nonDRNA
58,21,nonDRNA
-53,6,nonDRNA
-66,18,nonDRNA
-32,8,nonDRNA
206,0,nonDRNA
200,1,nonDRNA
-78,1,nonDRNA
-62,13,nonDRNA
-36,7,nonDRNA
-96,11,nonDRNA
-23,9,nonDRNA
30,13,nonDRNA
43,32,nonDRNA
-80,1,nonDRNA
5,11,nonDRNA
-3,5,nonDRNA
-109,0,nonDRNA
-29,8,nonDRNA
-19,8,nonDRNA
25,12,nonDRNA
-29,6,nonDRNA
-11,-2,nonDRNA
-77,9,nonDRNA
-62,-2,nonDRNA
-26,-11,nonDRNA
-125,-8,nonDRNA
-54,2,nonDRNA
-23,6,nonDRNA
-92,7,nonDRNA
-25,1,nonDRNA
-75,6,nonDRNA
-55,7,nonDRNA
-55,-12,nonDRNA
-49,1,nonDRNA
0,8,nonDRNA
172,-20,nonDRNA
-36,3,nonDRNA
-30,-1,nonDRNA
-48,37,nonDRNA
-211,13,nonDRNA
-22,7,nonDRNA
-57,2,nonDRNA
92,17,nonDRNA
12,-4,nonDRNA
229,55,nonDRNA
-67,-3,nonDRNA
-66,6,nonDRNA
2,0,nonDRNA
-19,1,nonDRNA
-17,1,nonDRNA
-2,0,nonDRNA
-13,3,nonDRNA
-30,3,nonDRNA
-23,9,nonDRNA
45,9,nonDRNA
-102,-1,nonDRNA
-60,1,nonDRNA
-103,11,nonDRNA
-51,-7,nonDRNA
-27,-5,nonDRNA
-14,12,nonDRNA
-21,-4,nonDRNA
-33,0,nonDRNA
-31,-4,nonDRNA
-37,-7,nonDRNA
-27,6,nonDRNA
-1,-6,nonDRNA
-11,8,nonDRNA
-162,13,nonDRNA
48,27,nonDRNA
-25,2,nonDRNA
-29,-3,nonDRNA
23,1,nonDRNA
-46,-2,nonDRNA
14,12,nonDRNA
10,16,nonDRNA
-5,3,nonDRNA
-3,0,nonDRNA
-33,14,nonDRNA
-40,-2,nonDRNA
-58,6,nonDRNA
-92,8,nonDRNA
111,-27,nonDRNA
-72,-26,nonDRNA
-41,9,nonDRNA
-44,3,nonDRNA
-62,3,nonDRNA
-3,-1,nonDRNA
-34,23,nonDRNA
-20,33,nonDRNA
-66,5,nonDRNA
-57,7,nonDRNA
-59,11,nonDRNA
-3,4,nonDRNA
-65,4,nonDRNA
-105,-2,nonDRNA
-40,7,nonDRNA
-37,3,nonDRNA
-81,1,nonDRNA
122,10,nonDRNA
-44,2,nonDRNA
-69,4,nonDRNA
-75,4,nonDRNA
2,9,nonDRNA
12,-1,nonDRNA
-84,-4,nonDRNA
-58,1,nonDRNA
-85,8,nonDRNA
-78,-13,nonDRNA
-13,12,nonDRNA
3,4,nonDRNA
-24,1,nonDRNA
-20,8,nonDRNA
-5,5,nonDRNA
-17,-6,nonDRNA
-49,14,nonDRNA
2,7,nonDRNA
-31,-1,nonDRNA
43,23,nonDRNA
-4,1,nonDRNA
-8,15,nonDRNA
-11,-3,nonDRNA
-3,1,nonDRNA
-67,5,nonDRNA
-52,4,nonDRNA
-49,17,nonDRNA
90,0,nonDRNA
94,4,nonDRNA
-8,-5,nonDRNA
-69,11,nonDRNA
-77,14,nonDRNA
-21,0,nonDRNA
-40,-2,nonDRNA
-77,-6,nonDRNA
5,1,nonDRNA
-7,18,nonDRNA
-15,1,nonDRNA
-111,3,nonDRNA
-34,-2,nonDRNA
-44,8,nonDRNA
-77,-3,nonDRNA
-4,8,nonDRNA
-88,3,nonDRNA
-2,-7,nonDRNA
-126,-6,nonDRNA
-57,12,nonDRNA
66,71,nonDRNA
-35,3,nonDRNA
-57,-5,nonDRNA
-46,7,nonDRNA
-47,-1,nonDRNA
-44,-1,nonDRNA
9,-9,nonDRNA
244,-2,nonDRNA
-5,2,nonDRNA
-36,-2,nonDRNA
-71,-7,nonDRNA
-12,5,nonDRNA
-82,-9,nonDRNA
-31,0,nonDRNA
-30,2,nonDRNA
-61,-11,nonDRNA
-42,-8,nonDRNA
-6,-8,nonDRNA
-7,-6,nonDRNA
-7,-1,nonDRNA
-33,3,nonDRNA
-33,4,nonDRNA
-3,-8,nonDRNA
-105,4,nonDRNA
-39,-2,nonDRNA
-50,7,nonDRNA
-42,-4,nonDRNA
1859,432,nonDRNA
-54,37,nonDRNA
-54,37,nonDRNA
